2;industrial_complex;3015.00;11.85;1358.00;5.48;0
2;air_base;3002.00;9.93;1363.00;1.87;0
2;naval_base;3010.00;9.50;1348.00;0.32;1452
2;naval_base;2990.00;9.50;1363.00;-1.70;5579
2;naval_base;2988.00;9.50;1366.00;-0.90;5579
2;naval_base;3005.00;9.50;1351.00;-0.46;5656
2;naval_base;3022.00;9.50;1346.00;0.17;1452
2;bunker;3009.00;9.57;1350.00;4.54;0
2;bunker;3005.00;9.70;1355.00;2.38;0
2;bunker;2996.00;9.73;1363.00;5.04;0
2;bunker;2992.00;9.73;1368.00;0.31;0
2;bunker;3002.00;10.65;1373.00;4.44;0
2;bunker;3014.00;12.60;1363.00;5.64;0
2;bunker;3019.00;10.82;1354.00;2.38;0
2;coastal_bunker;2993.00;9.50;1361.00;-0.93;0
2;coastal_bunker;3002.00;9.50;1353.00;-0.46;0
2;coastal_bunker;3020.00;9.50;1348.00;0.32;0
2;coastal_bunker;3021.00;9.50;1347.00;0.17;0
2;coastal_bunker;2986.00;9.50;1367.00;-0.90;0
2;dockyard;3003.00;9.50;1353.00;-0.46;0
2;anti_air_building;2993.00;11.35;1373.00;4.00;0
2;anti_air_building;3012.00;10.68;1354.00;5.55;0
2;anti_air_building;3018.00;10.60;1352.00;1.94;0
2;synthetic_refinery;3010.00;9.75;1352.00;4.60;0
2;fuel_silo;3002.00;9.53;1354.00;2.44;0
2;radar_station;2986.00;9.50;1367.00;0.24;0
2;rocket_site;3001.00;10.45;1372.00;0.38;0
2;nuclear_reactor;3016.00;12.45;1361.00;3.05;0
3;arms_factory;2921.00;11.23;1457.00;5.93;0
3;arms_factory;2934.00;16.15;1451.00;2.31;0
3;arms_factory;2924.00;15.70;1441.00;4.97;0
3;arms_factory;2931.00;13.78;1457.00;0.25;0
3;arms_factory;2926.00;14.48;1447.00;4.37;0
3;arms_factory;2928.00;13.43;1458.00;5.58;0
3;industrial_complex;2925.00;16.58;1437.00;3.42;0
3;industrial_complex;2920.00;11.20;1456.00;0.15;0
3;industrial_complex;2932.00;15.98;1449.00;2.81;0
3;industrial_complex;2912.00;10.10;1454.00;5.48;0
3;industrial_complex;2932.00;13.93;1455.00;1.87;0
3;industrial_complex;2922.00;13.18;1446.00;4.88;0
3;air_base;2917.00;10.85;1446.00;6.09;0
3;bunker;2920.00;10.45;1461.00;3.93;0
3;bunker;2932.00;13.78;1460.00;0.31;0
3;bunker;2916.00;12.25;1451.00;1.87;0
3;bunker;2919.00;11.93;1454.00;4.54;0
3;bunker;2926.00;14.35;1446.00;2.38;0
3;bunker;2914.00;12.28;1440.00;5.04;0
3;bunker;2936.00;15.12;1447.00;0.31;0
3;bunker;2927.00;16.08;1442.00;4.44;0
3;bunker;2928.00;11.30;1461.00;5.64;0
3;bunker;2911.00;10.48;1451.00;2.38;0
3;bunker;2907.00;9.85;1449.00;5.05;0
3;anti_air_building;2936.00;15.12;1447.00;2.88;0
3;anti_air_building;2924.00;14.43;1452.00;4.09;0
3;anti_air_building;2931.00;13.73;1459.00;0.82;0
3;synthetic_refinery;2925.00;14.75;1444.00;3.49;0
3;fuel_silo;2920.00;13.23;1448.00;6.16;0
3;radar_station;2899.00;10.12;1440.00;5.11;0
3;rocket_site;2929.00;11.10;1462.00;5.55;0
3;nuclear_reactor;2906.00;10.12;1450.00;1.94;0
4;arms_factory;3057.00;11.95;1476.00;4.97;0
4;arms_factory;3052.00;12.55;1483.00;0.25;0
4;arms_factory;3058.00;11.68;1474.00;4.37;0
4;arms_factory;3052.00;11.85;1466.00;5.58;0
4;arms_factory;3039.00;13.15;1455.00;3.42;0
4;arms_factory;3064.00;10.38;1479.00;0.15;0
4;industrial_complex;3067.00;10.03;1474.00;2.81;0
4;industrial_complex;3059.00;11.43;1478.00;5.48;0
4;industrial_complex;3058.00;10.20;1458.00;1.87;0
4;industrial_complex;3041.00;13.20;1461.00;4.88;0
4;industrial_complex;3054.00;10.20;1452.00;6.09;0
4;industrial_complex;3061.00;10.85;1474.00;3.93;0
4;air_base;3048.00;12.60;1465.00;0.31;0
4;bunker;3062.00;10.35;1487.00;1.87;0
4;bunker;3051.00;10.82;1456.00;4.54;0
4;bunker;3058.00;10.25;1461.00;2.38;0
4;bunker;3058.00;12.28;1483.00;5.04;0
4;bunker;3051.00;13.10;1468.00;0.31;0
4;bunker;3060.00;10.40;1466.00;4.44;0
4;bunker;3055.00;10.50;1494.00;5.64;0
4;bunker;3053.00;12.12;1484.00;2.38;0
4;bunker;3064.00;10.38;1475.00;5.05;0
4;bunker;3041.00;13.38;1459.00;2.88;0
4;bunker;3048.00;12.25;1454.00;4.09;0
4;bunker;3044.00;14.35;1467.00;0.82;0
4;bunker;3066.00;10.00;1491.00;3.49;0
4;anti_air_building;3056.00;12.40;1478.00;6.16;0
4;anti_air_building;3055.00;10.30;1458.00;4.00;0
4;anti_air_building;3053.00;10.48;1459.00;5.55;0
4;synthetic_refinery;3057.00;10.10;1455.00;1.94;0
4;fuel_silo;3060.00;11.10;1473.00;4.60;0
4;radar_station;3036.00;12.30;1454.00;5.05;0
4;rocket_site;3067.00;9.82;1486.00;2.54;0
4;nuclear_reactor;3045.00;13.00;1463.00;0.38;0
5;arms_factory;3103.00;9.80;1597.00;4.37;0
5;arms_factory;3113.00;9.85;1595.00;5.58;0
5;arms_factory;3129.00;9.88;1606.00;3.42;0
5;arms_factory;3132.00;10.15;1606.00;0.15;0
5;arms_factory;3121.00;9.90;1594.00;2.81;0
5;arms_factory;3116.00;9.80;1603.00;5.48;0
5;industrial_complex;3129.00;9.90;1591.00;1.87;0
5;industrial_complex;3113.00;9.85;1594.00;4.88;0
5;industrial_complex;3160.00;10.00;1599.00;6.09;0
5;industrial_complex;3140.00;9.80;1604.00;3.93;0
5;industrial_complex;3144.00;10.25;1595.00;0.31;0
5;industrial_complex;3152.00;9.82;1601.00;1.87;0
5;air_base;3130.00;9.80;1590.00;4.54;0
5;naval_base;3114.00;9.60;1608.00;-2.21;2309
5;naval_base;3108.00;9.57;1606.00;-3.61;2309
5;bunker;3124.00;9.80;1605.00;0.31;0
5;bunker;3108.00;9.80;1598.00;4.44;0
5;bunker;3140.00;10.15;1596.00;5.64;0
5;bunker;3123.00;9.90;1594.00;2.38;0
5;bunker;3126.00;10.07;1594.00;5.05;0
5;bunker;3143.00;9.80;1602.00;2.88;0
5;bunker;3117.00;9.78;1604.00;4.09;0
5;bunker;3154.00;9.80;1604.00;0.82;0
5;bunker;3116.00;9.90;1595.00;3.49;0
5;bunker;3153.00;10.45;1594.00;6.16;0
5;bunker;3137.00;10.40;1598.00;4.00;0
5;coastal_bunker;3116.00;9.57;1610.00;-2.21;0
5;coastal_bunker;3107.00;9.68;1606.00;-3.61;0
5;dockyard;3111.00;9.50;1608.00;-2.21;0
5;anti_air_building;3120.00;9.88;1590.00;2.44;0
5;anti_air_building;3120.00;9.73;1608.00;2.54;0
5;anti_air_building;3107.00;9.68;1604.00;0.38;0
5;synthetic_refinery;3141.00;9.80;1604.00;3.05;0
5;fuel_silo;3150.00;10.28;1597.00;4.61;0
5;radar_station;3099.00;9.75;1594.00;5.35;0
5;rocket_site;3145.00;10.40;1592.00;5.11;0
5;nuclear_reactor;3121.00;9.80;1607.00;2.95;0
6;arms_factory;2859.00;9.70;1529.00;3.42;0
6;arms_factory;2872.00;9.60;1542.00;0.15;0
6;arms_factory;2875.00;9.80;1534.00;2.81;0
6;arms_factory;2878.00;9.70;1542.00;5.48;0
6;arms_factory;2851.00;9.70;1534.00;1.87;0
6;arms_factory;2874.00;9.60;1544.00;4.88;0
6;industrial_complex;2867.00;9.88;1540.00;6.09;0
6;industrial_complex;2885.00;9.78;1538.00;3.93;0
6;industrial_complex;2863.00;10.30;1537.00;0.31;0
6;industrial_complex;2858.00;9.88;1533.00;1.87;0
6;industrial_complex;2874.00;9.70;1539.00;4.54;0
6;industrial_complex;2876.00;9.80;1536.00;2.38;0
6;air_base;2878.00;9.65;1544.00;5.04;0
6;naval_base;2851.00;9.60;1541.00;-2.68;8621
6;naval_base;2872.00;9.50;1544.00;-2.55;8621
6;naval_base;2855.00;9.50;1544.00;-2.16;8621
6;bunker;2873.00;9.80;1532.00;2.38;0
6;bunker;2887.00;10.20;1542.00;5.05;0
6;bunker;2850.00;9.68;1540.00;2.88;0
6;bunker;2892.00;10.15;1539.00;4.09;0
6;bunker;2877.00;9.70;1541.00;0.82;0
6;bunker;2859.00;10.20;1537.00;3.49;0
6;bunker;2859.00;9.70;1529.00;6.16;0
6;bunker;2886.00;9.95;1540.00;4.00;0
6;coastal_bunker;2855.00;9.57;1543.00;-2.16;0
6;coastal_bunker;2873.00;9.50;1545.00;-2.55;0
6;coastal_bunker;2846.00;9.55;1539.00;-2.68;0
6;dockyard;2872.00;9.50;1544.00;-2.55;0
6;anti_air_building;2888.00;9.75;1538.00;2.54;0
6;anti_air_building;2871.00;9.70;1536.00;0.38;0
6;anti_air_building;2884.00;9.82;1543.00;3.05;0
6;synthetic_refinery;2852.00;9.70;1536.00;4.61;0
6;fuel_silo;2887.00;10.05;1540.00;0.99;0
6;radar_station;2846.00;9.68;1535.00;1.65;0
6;rocket_site;2884.00;9.75;1541.00;2.95;0
6;nuclear_reactor;2854.00;9.73;1537.00;3.05;0
7;arms_factory;2883.00;9.60;1556.00;2.81;0
7;arms_factory;2881.00;9.60;1555.00;5.48;0
7;arms_factory;2875.00;9.65;1553.00;1.87;0
7;arms_factory;2883.00;9.70;1554.00;4.88;0
7;arms_factory;2875.00;9.70;1559.00;6.09;0
7;arms_factory;2878.00;9.70;1561.00;3.93;0
7;industrial_complex;2878.00;9.60;1557.00;0.31;0
7;industrial_complex;2883.00;9.62;1570.00;1.87;0
7;industrial_complex;2880.00;9.60;1557.00;4.54;0
7;industrial_complex;2885.00;9.60;1562.00;2.38;0
7;industrial_complex;2885.00;9.60;1559.00;5.04;0
7;industrial_complex;2881.00;9.65;1565.00;0.31;0
7;air_base;2880.00;9.70;1569.00;4.44;0
7;naval_base;2879.00;9.53;1571.00;-2.36;2775
7;naval_base;2879.00;9.50;1574.00;-1.77;2775
7;naval_base;2873.00;9.55;1559.00;-2.16;2775
7;naval_base;2870.00;9.50;1554.00;-1.47;8621
7;bunker;2873.00;9.70;1555.00;4.09;0
7;bunker;2879.00;9.70;1563.00;0.82;0
7;bunker;2880.00;9.60;1560.00;3.49;0
7;bunker;2883.00;9.60;1559.00;6.16;0
7;bunker;2880.00;9.55;1573.00;4.00;0
7;coastal_bunker;2881.00;9.50;1578.00;-2.94;0
7;coastal_bunker;2879.00;9.53;1571.00;-2.36;0
7;coastal_bunker;2870.00;9.50;1555.00;-1.47;0
7;coastal_bunker;2871.00;9.50;1558.00;-1.37;0
7;dockyard;2871.00;9.50;1558.00;-1.37;0
7;anti_air_building;2883.00;9.60;1561.00;0.38;0
7;anti_air_building;2880.00;9.68;1571.00;3.05;0
7;anti_air_building;2879.00;9.70;1564.00;4.61;0
7;synthetic_refinery;2881.00;9.70;1567.00;0.99;0
7;fuel_silo;2879.00;9.60;1555.00;5.11;0
7;radar_station;2868.00;9.50;1554.00;4.59;0
7;rocket_site;2881.00;9.60;1561.00;3.05;0
7;nuclear_reactor;2874.00;9.68;1553.00;0.89;0
8;arms_factory;2902.00;10.98;1513.00;1.87;0
8;arms_factory;2899.00;11.40;1514.00;4.88;0
8;arms_factory;2902.00;11.00;1514.00;6.09;0
8;arms_factory;2900.00;11.32;1515.00;3.93;0
8;arms_factory;2898.00;11.73;1516.00;0.31;0
8;arms_factory;2898.00;11.80;1517.00;1.87;0
8;industrial_complex;2899.00;11.70;1518.00;4.54;0
8;industrial_complex;2900.00;11.60;1519.00;2.38;0
8;industrial_complex;2900.00;10.82;1508.00;5.04;0
8;industrial_complex;2898.00;10.80;1509.00;0.31;0
8;industrial_complex;2902.00;10.85;1509.00;4.44;0
8;industrial_complex;2898.00;10.95;1510.00;5.64;0
8;air_base;2901.00;10.90;1510.00;2.38;0
8;bunker;2904.00;10.80;1510.00;5.05;0
8;anti_air_building;2901.00;10.95;1511.00;2.88;0
8;anti_air_building;2904.00;10.80;1511.00;4.09;0
8;anti_air_building;2899.00;11.25;1512.00;0.82;0
8;synthetic_refinery;2902.00;10.95;1512.00;3.49;0
8;fuel_silo;2897.00;11.50;1513.00;6.16;0
8;radar_station;2897.00;10.68;1508.00;5.11;0
8;rocket_site;2897.00;11.60;1514.00;5.55;0
8;nuclear_reactor;2901.00;11.07;1514.00;1.94;0
9;arms_factory;3056.00;10.40;1526.00;6.09;0
9;arms_factory;3035.00;12.25;1505.00;3.93;0
9;arms_factory;3037.00;12.38;1514.00;0.31;0
9;arms_factory;3037.00;12.73;1501.00;1.87;0
9;arms_factory;3025.00;10.38;1528.00;4.54;0
9;arms_factory;3041.00;10.65;1526.00;2.38;0
9;industrial_complex;3023.00;12.38;1519.00;5.04;0
9;industrial_complex;3021.00;13.88;1505.00;0.31;0
9;industrial_complex;3060.00;12.15;1520.00;4.44;0
9;industrial_complex;3033.00;10.45;1524.00;5.64;0
9;industrial_complex;3052.00;12.70;1511.00;2.38;0
9;industrial_complex;3040.00;11.60;1520.00;5.05;0
9;air_base;3042.00;12.75;1507.00;2.88;0
9;bunker;3048.00;12.50;1516.00;4.09;0
9;bunker;3063.00;12.23;1521.00;0.82;0
9;bunker;3033.00;12.05;1504.00;3.49;0
9;bunker;3024.00;11.20;1523.00;6.16;0
9;bunker;3033.00;12.82;1499.00;4.00;0
9;bunker;3039.00;12.60;1510.00;5.55;0
9;bunker;3022.00;12.78;1515.00;1.94;0
9;bunker;3015.00;13.03;1509.00;4.60;0
9;bunker;3046.00;10.38;1523.00;2.44;0
9;bunker;3032.00;10.98;1520.00;2.54;0
9;bunker;3052.00;11.95;1520.00;0.38;0
9;bunker;3041.00;10.70;1530.00;3.05;0
9;bunker;3056.00;10.40;1525.00;4.61;0
9;bunker;3024.00;12.62;1516.00;0.99;0
9;anti_air_building;3026.00;10.25;1529.00;5.11;0
9;anti_air_building;3042.00;12.55;1514.00;2.95;0
9;anti_air_building;3043.00;10.68;1522.00;3.05;0
9;synthetic_refinery;3046.00;12.70;1510.00;0.89;0
9;fuel_silo;3035.00;11.20;1519.00;3.56;0
9;radar_station;3008.00;13.55;1508.00;1.95;0
9;rocket_site;3026.00;12.20;1517.00;1.50;0
9;nuclear_reactor;3049.00;11.85;1520.00;5.62;0
10;arms_factory;3118.00;10.00;1549.00;0.31;0
10;arms_factory;3154.00;10.32;1568.00;1.87;0
10;arms_factory;3129.00;9.90;1553.00;4.54;0
10;arms_factory;3149.00;10.40;1570.00;2.38;0
10;arms_factory;3115.00;9.90;1563.00;5.04;0
10;arms_factory;3126.00;9.90;1556.00;0.31;0
10;industrial_complex;3118.00;9.82;1564.00;4.44;0
10;industrial_complex;3129.00;9.82;1565.00;5.64;0
10;industrial_complex;3132.00;9.80;1557.00;2.38;0
10;industrial_complex;3135.00;9.90;1549.00;5.05;0
10;industrial_complex;3154.00;10.48;1565.00;2.88;0
10;industrial_complex;3127.00;10.07;1549.00;4.09;0
10;air_base;3144.00;9.80;1566.00;0.82;0
10;bunker;3117.00;9.90;1560.00;3.49;0
10;bunker;3116.00;9.90;1558.00;6.16;0
10;bunker;3128.00;9.85;1559.00;4.00;0
10;bunker;3121.00;10.00;1552.00;5.55;0
10;bunker;3146.00;9.80;1555.00;1.94;0
10;bunker;3138.00;9.80;1556.00;4.60;0
10;bunker;3148.00;10.03;1567.00;2.44;0
10;bunker;3136.00;9.80;1567.00;2.54;0
10;bunker;3128.00;9.95;1552.00;0.38;0
10;anti_air_building;3142.00;9.80;1560.00;3.05;0
10;anti_air_building;3125.00;9.90;1564.00;4.61;0
10;anti_air_building;3140.00;9.80;1562.00;0.99;0
10;synthetic_refinery;3131.00;9.80;1558.00;5.11;0
10;fuel_silo;3135.00;9.90;1550.00;2.95;0
10;radar_station;3116.00;10.00;1546.00;1.24;0
10;rocket_site;3124.00;10.05;1550.00;0.89;0
10;nuclear_reactor;3140.00;9.80;1567.00;3.56;0
11;arms_factory;3195.00;10.15;1633.00;4.54;0
11;arms_factory;3212.00;10.43;1633.00;2.38;0
11;arms_factory;3206.00;9.98;1633.00;5.04;0
11;arms_factory;3184.00;9.93;1615.00;0.31;0
11;arms_factory;3185.00;9.75;1619.00;4.44;0
11;arms_factory;3187.00;9.70;1625.00;5.64;0
11;industrial_complex;3188.00;10.30;1643.00;2.38;0
11;industrial_complex;3191.00;10.30;1645.00;5.05;0
11;industrial_complex;3194.00;10.35;1640.00;2.88;0
11;industrial_complex;3208.00;10.00;1633.00;4.09;0
11;industrial_complex;3214.00;10.50;1634.00;0.82;0
11;industrial_complex;3183.00;10.07;1614.00;3.49;0
11;air_base;3186.00;9.90;1618.00;6.16;0
11;bunker;3206.00;10.32;1641.00;4.00;0
11;bunker;3191.00;10.28;1622.00;5.55;0
11;bunker;3190.00;10.07;1617.00;1.94;0
11;bunker;3190.00;10.30;1640.00;4.60;0
11;bunker;3182.00;9.70;1625.00;2.44;0
11;bunker;3204.00;9.95;1631.00;2.54;0
11;bunker;3191.00;10.30;1643.00;0.38;0
11;bunker;3205.00;10.05;1635.00;3.05;0
11;bunker;3189.00;10.35;1631.00;4.61;0
11;anti_air_building;3208.00;10.40;1642.00;0.99;0
11;anti_air_building;3193.00;10.40;1622.00;5.11;0
11;anti_air_building;3195.00;10.40;1624.00;2.95;0
11;synthetic_refinery;3191.00;10.28;1626.00;3.05;0
11;fuel_silo;3200.00;9.95;1627.00;0.89;0
11;radar_station;3182.00;10.00;1606.00;0.48;0
11;rocket_site;3187.00;9.80;1612.00;6.22;0
11;nuclear_reactor;3198.00;10.40;1641.00;1.50;0
12;arms_factory;3229.00;10.40;1662.00;5.04;0
12;arms_factory;3232.00;10.35;1662.00;0.31;0
12;arms_factory;3236.00;9.85;1662.00;4.44;0
12;arms_factory;3239.00;9.80;1662.00;5.64;0
12;arms_factory;3229.00;10.40;1663.00;2.38;0
12;arms_factory;3232.00;10.38;1663.00;5.05;0
12;industrial_complex;3236.00;9.88;1663.00;2.88;0
12;industrial_complex;3239.00;9.80;1663.00;4.09;0
12;industrial_complex;3229.00;10.40;1664.00;0.82;0
12;industrial_complex;3232.00;10.40;1664.00;3.49;0
12;industrial_complex;3236.00;9.90;1664.00;6.16;0
12;industrial_complex;3239.00;9.80;1664.00;4.00;0
12;air_base;3229.00;10.40;1665.00;5.55;0
12;naval_base;3186.00;9.50;1671.00;-1.82;1885
12;naval_base;3185.00;9.50;1685.00;-1.57;1885
12;naval_base;3182.00;9.60;1667.00;-2.36;1885
12;bunker;3233.00;9.98;1667.00;2.54;0
12;bunker;3205.00;10.45;1674.00;0.38;0
12;bunker;3189.00;9.80;1680.00;3.05;0
12;bunker;3229.00;9.90;1670.00;4.61;0
12;bunker;3233.00;9.90;1648.00;0.99;0
12;bunker;3189.00;9.70;1676.00;5.11;0
12;bunker;3211.00;9.80;1656.00;2.95;0
12;bunker;3221.00;10.43;1672.00;3.05;0
12;bunker;3238.00;9.90;1652.00;0.89;0
12;bunker;3238.00;9.80;1674.00;3.56;0
12;bunker;3222.00;10.40;1656.00;6.22;0
12;bunker;3196.00;10.30;1659.00;1.50;0
12;bunker;3212.00;10.38;1678.00;5.62;0
12;bunker;3220.00;10.32;1646.00;0.55;0
12;bunker;3217.00;9.98;1659.00;4.67;0
12;bunker;3197.00;10.30;1687.00;6.23;0
12;bunker;3215.00;9.90;1644.00;2.61;0
12;bunker;3184.00;9.68;1665.00;0.45;0
12;bunker;3203.00;10.40;1653.00;2.01;0
12;coastal_bunker;3186.00;9.60;1670.00;-1.82;0
12;coastal_bunker;3187.00;9.50;1678.00;-1.57;0
12;coastal_bunker;3184.00;9.57;1669.00;-2.36;0
12;dockyard;3186.00;9.50;1683.00;-1.57;0
12;anti_air_building;3224.00;10.10;1648.00;3.12;0
12;anti_air_building;3216.00;10.28;1649.00;5.79;0
12;anti_air_building;3219.00;10.25;1649.00;3.63;0
12;synthetic_refinery;3222.00;10.00;1649.00;3.73;0
12;fuel_silo;3225.00;9.93;1649.00;1.56;0
12;radar_station;3180.00;9.60;1666.00;0.97;0
12;rocket_site;3221.00;10.07;1650.00;0.62;0
12;nuclear_reactor;3224.00;9.90;1650.00;3.63;0
13;arms_factory;3208.00;10.40;1712.00;4.44;0
13;arms_factory;3184.00;9.70;1703.00;5.64;0
13;arms_factory;3184.00;9.70;1714.00;2.38;0
13;arms_factory;3195.00;10.18;1715.00;5.05;0
13;arms_factory;3205.00;9.70;1718.00;2.88;0
13;arms_factory;3192.00;10.15;1695.00;4.09;0
13;industrial_complex;3216.00;9.70;1724.00;0.82;0
13;industrial_complex;3196.00;9.88;1717.00;3.49;0
13;industrial_complex;3189.00;9.93;1708.00;6.16;0
13;industrial_complex;3201.00;9.75;1697.00;4.00;0
13;industrial_complex;3183.00;9.70;1708.00;5.55;0
13;industrial_complex;3176.00;9.60;1702.00;1.94;0
13;air_base;3211.00;10.40;1711.00;4.60;0
13;naval_base;3181.00;9.50;1720.00;-1.82;1660
13;naval_base;3158.00;9.50;1695.00;-4.47;1885
13;naval_base;3154.00;9.50;1708.00;-1.57;2107
13;naval_base;3203.00;9.55;1723.00;-2.36;1660
13;naval_base;3184.00;9.60;1698.00;-0.59;1885
13;naval_base;3188.00;9.50;1691.00;-1.37;1885
13;naval_base;3215.00;9.55;1725.00;-3.34;1434
13;naval_base;3175.00;9.50;1702.00;-1.11;1885
13;naval_base;3199.00;9.50;1724.00;-2.90;1660
13;bunker;3176.00;9.68;1708.00;0.89;0
13;bunker;3189.00;9.80;1689.00;3.56;0
13;bunker;3194.00;10.30;1713.00;6.22;0
13;bunker;3207.00;10.30;1707.00;1.50;0
13;bunker;3185.00;9.68;1716.00;5.62;0
13;bunker;3185.00;9.70;1711.00;0.55;0
13;bunker;3157.00;9.68;1710.00;4.67;0
13;bunker;3198.00;9.75;1717.00;6.23;0
13;bunker;3197.00;10.30;1703.00;2.61;0
13;bunker;3216.00;10.05;1719.00;0.45;0
13;bunker;3204.00;9.82;1698.00;2.01;0
13;bunker;3152.00;9.70;1699.00;4.67;0
13;bunker;3203.00;9.70;1721.00;1.06;0
13;bunker;3189.00;9.95;1700.00;5.18;0
13;coastal_bunker;3198.00;9.60;1723.00;-2.90;0
13;coastal_bunker;3186.00;9.50;1699.00;-0.59;0
13;coastal_bunker;3166.00;9.50;1699.00;-4.47;0
13;coastal_bunker;3156.00;9.50;1706.00;0.46;0
13;coastal_bunker;3181.00;9.60;1718.00;-1.82;0
13;coastal_bunker;3204.00;9.60;1723.00;-2.36;0
13;coastal_bunker;3186.00;9.50;1688.00;-1.37;0
13;coastal_bunker;3175.00;9.50;1707.00;-1.11;0
13;coastal_bunker;3212.00;9.65;1725.00;-3.34;0
13;dockyard;3154.00;9.55;1693.00;-4.47;0
13;anti_air_building;3155.00;9.70;1701.00;2.68;0
13;anti_air_building;3207.00;9.68;1722.00;4.23;0
13;anti_air_building;3208.00;9.80;1717.00;2.07;0
13;synthetic_refinery;3202.00;10.30;1705.00;3.29;0
13;fuel_silo;3200.00;9.70;1720.00;1.12;0
13;radar_station;3149.00;9.50;1687.00;6.03;0
13;rocket_site;3199.00;10.30;1709.00;5.35;0
13;nuclear_reactor;3149.00;9.53;1696.00;3.19;0
14;arms_factory;2771.00;10.12;1480.00;2.38;0
14;arms_factory;2756.00;9.70;1474.00;5.05;0
14;arms_factory;2749.00;9.70;1477.00;2.88;0
14;arms_factory;2756.00;10.48;1481.00;4.09;0
14;arms_factory;2768.00;10.35;1480.00;0.82;0
14;arms_factory;2753.00;9.70;1490.00;3.49;0
14;industrial_complex;2779.00;9.78;1484.00;6.16;0
14;industrial_complex;2757.00;10.55;1482.00;4.00;0
14;industrial_complex;2743.00;9.70;1480.00;5.55;0
14;industrial_complex;2761.00;10.55;1483.00;1.94;0
14;industrial_complex;2780.00;9.88;1485.00;4.60;0
14;industrial_complex;2777.00;9.70;1472.00;2.44;0
14;air_base;2742.00;9.70;1482.00;2.54;0
14;naval_base;2732.00;9.50;1478.00;-1.33;4885
14;naval_base;2737.00;9.53;1490.00;-2.68;2381
14;naval_base;2748.00;9.50;1473.00;-0.32;8546
14;naval_base;2762.00;9.50;1467.00;-0.69;8546
14;naval_base;2746.00;9.50;1491.00;-2.21;2381
14;naval_base;2763.00;9.73;1487.00;-3.14;2871
14;naval_base;2772.00;9.53;1490.00;-3.14;2871
14;bunker;2751.00;9.95;1484.00;0.89;0
14;bunker;2759.00;10.15;1478.00;3.56;0
14;bunker;2758.00;9.70;1491.00;6.22;0
14;bunker;2743.00;9.68;1486.00;1.50;0
14;bunker;2745.00;9.73;1481.00;5.62;0
14;bunker;2768.00;10.35;1480.00;0.55;0
14;bunker;2773.00;9.85;1480.00;4.67;0
14;bunker;2758.00;9.80;1476.00;6.23;0
14;bunker;2772.00;9.73;1487.00;2.61;0
14;bunker;2763.00;10.35;1483.00;0.45;0
14;coastal_bunker;2739.00;9.60;1479.00;-1.33;0
14;coastal_bunker;2740.00;9.60;1490.00;-2.68;0
14;coastal_bunker;2757.00;9.50;1470.00;-0.32;0
14;coastal_bunker;2759.00;9.68;1491.00;-4.04;0
14;coastal_bunker;2776.00;9.60;1487.00;-3.14;0
14;coastal_bunker;2763.00;9.57;1488.00;-3.14;0
